Restaurant_Name,Review,Delivery_Rating,Place_Name,City,Delivery_Person_ID,Delivery_Person_Ratings,Time_Ordered,Time_Order_Picked,Weather_Conditions,Road_Traffic_Density,Time_Taken_In_Min,Restaurant_ID,Order_ID,Order_Status,Distance_in_km,Discount_Construct,Total,Discount,Restaurant_Compensation_Cancellation,Customer_ID,Phase,Campaign_Name,Customer_Type,Type_Of_Vehicle,Payment_Mode,Partner_Category,Delivery_Delay_Min,Effective_Discount_%,Sentiment_Score,Sentiment_Label
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL932,4.9,,,Fog,Low,19,20882713,6161955169,Delivered,3,,325.5,0.0,,4d9bdf610cfcbc72bd013abc81056c56770bc3f368f141b23158df5e02c7eca6,Pre-crisis,Cooked Clean. Delivered Seamless.,Active,motorcycle,Cash,Cloud Kitchen,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL933,4.8,,,Stormy,Low,20,20882713,6150365221,Delivered,7,Flat Rs.175 off,1524.25,175.0,,4db8efc267350f33059f4f363abfa825affede269e82e8bd928239abcd7ca3d4,Recovery,The Comeback Cookout,Active,motorcycle,UPI,Fine Dining,0.0,11.481056257175661,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL934,4.8,,,Cloudy,Medium,19,20882713,6152039815,Delivered,5,Flat Rs.175 off,983.5,175.0,,4df6ece150076a47f01e5492a198f39e7c6944c5759a378202eb84ffaf51e304,Crisis,Trust Delivered Daily,Active,motorcycle,Cash,Cloud Kitchen,0.0,17.793594306049823,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL935,4.7,,,Windy,Low,17,20882713,6155894512,Delivered,1,40% off upto Rs.80,479.0,80.0,,4df91115154e2aec9693dc2ede68578948ac47ebf46282cab0508735cafc6f0c,Pre-crisis,Zero Delay Dining,Active,motorcycle,Cash,Fast Food,0.0,16.701461377870565,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL936,4.7,,,Sandstorms,Medium,18,20882713,6154635977,Delivered,2,40% off upto Rs.80,500.0,80.0,,4e0734b9140dc6b39e00f8d46443e2db913f61250a7e7154c5545e9a59556cfb,Pre-crisis,Behind the Bite,Lost,motorcycle,Card,Fine Dining,0.0,16.0,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL937,4.4,,,Sandstorms,Low,15,20882713,6156213299,Delivered,3,Flat Rs.80 off,500.0,80.0,,4e1bb73e32109333fb9102d99031956525a4729bcd9e1dc56aa9d0653750a9d0,Pre-crisis,Taste Reimagined,Recovered,motorcycle,Cash,Fine Dining,0.0,16.0,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL938,4.7,,,Sunny,Medium,39,20882713,6144967319,Delivered,4,50% off upto Rs.100,436.0,100.0,,4e3a0284d2dcf560d3f4b8599e4c40b6493d6fdc545fe7761715306e46cb484b,Pre-crisis,Trust Delivered Daily,Recovered,motorcycle,UPI,Fast Food,0.0,22.93577981651376,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL939,4.3,,,Windy,Jam,35,20882713,6147746951,Delivered,4,50% off upto Rs.100,646.0,100.0,,4e3c9a3bfdc7528bb87c5e9cc758262c86c80fe34c6b8ede7e333eb90093caf8,Crisis,Trust Isn’t Told. It’s Tasted.,Lost,motorcycle,UPI,Fine Dining,0.0,15.479876160990713,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL940,4.8,,,Windy,Medium,25,20882713,6152262122,Delivered,2,Flat Rs.80 off,321.5,80.0,,4e54076d33fe6a3c71856055305356b12c2b3c973f7cd7b7a9d06218b50941c1,Crisis,Taste Reimagined,Recovered,motorcycle,Card,Fast Food,0.0,24.883359253499222,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL941,3.5,,,Windy,Jam,33,20882713,6152229861,Delivered,5,40% off upto Rs.80,321.5,80.0,,4ed56ff64d45956b83c8a9a80b0b36fd80a7d5539d4a40d3c50f3b9171812c63,Crisis,Crave. Click. Arrive,Active,motorcycle,Card,Fine Dining,0.0,24.883359253499222,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL942,5.0,,,Cloudy,Low,27,20882713,6127509959,Delivered,6,Flat Rs.175 off,992.95,175.0,,4f08125dce862b8daabe1a402a77991c67b15ebaf1416c163a9ba880c7b29528,Crisis,Behind the Bite,Lost,motorcycle,Card,Fast Food,0.0,17.6242509693338,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL943,4.7,,,Cloudy,Medium,12,20882713,6150410081,Delivered,4,,635.5,0.0,,4f2b62019455109821849671a6663f0faca0dc1f4b8e4585337f8efe5c5f6f33,Recovery,Behind the Bite,Recovered,motorcycle,Cash,Fine Dining,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL944,4.8,,,Sunny,Low,23,20882713,6146842240,Delivered,4,,635.5,0.0,,4f65f2ff76e0e677db2bf06c27e6fdfdd119decb0e1da47de7a8761e56a60405,Pre-crisis,"Your Meal, Our Mission",Active,electric_scooter,Cash,Fine Dining,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL945,4.9,,,Stormy,High,36,20882713,6151354140,Delivered,4,,489.25,0.0,,4f7fc9e10cb8fbc0cf57486d1888e15635bf369c87bbfe0aef2f1020409eb060,Pre-crisis,Trust Delivered Daily,Recovered,motorcycle,UPI,Fine Dining,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL946,4.6,,,Sunny,Medium,24,20882713,6150996658,Delivered,4,,635.5,0.0,,4f85dfc7d68cb6b040a4ce98398d454cd37ceed78aae424b04a1d955e66ebbec,Recovery,Taste Reimagined,Recovered,motorcycle,UPI,Cloud Kitchen,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL947,5.0,,,Fog,Jam,42,20882713,6149442844,Delivered,5,Flat Rs.80 off,321.5,80.0,,4fab4be15fb2593b76c3025c8e8b97a79b5785b10690dc85287b4aee6cc44379,Crisis,Behind the Bite,Recovered,motorcycle,Card,Fine Dining,0.0,24.883359253499222,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL948,3.8,,,Cloudy,Low,37,20882713,6150473400,Delivered,2,,651.25,0.0,,4fbfdba42a99d83ee82d59aa1b1f082037a3d54cb31cbea190be8f919fa417e9,Crisis,Zero Delay Dining,Recovered,electric_scooter,Card,Fast Food,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL949,4.6,,,Sunny,Jam,11,20882713,6150828992,Delivered,6,,1271.0,0.0,,4fc7897407275e7559e05bb20345b1f04bf6574bcefc533f3a2f8a200a6d9d7b,Recovery,Crave. Click. Arrive,Recovered,motorcycle,UPI,Fine Dining,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL950,4.6,,,Cloudy,Jam,30,20882713,6149635152,Delivered,7,,1012.7,0.0,,4fd10b212a5dcdd931b647657c28ad7afcaf9bd3466fe03c9ab70df0472873f4,Pre-crisis,Cooked Clean. Delivered Seamless.,Active,electric_scooter,UPI,Fine Dining,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL951,4.8,,,Windy,Low,26,20882713,6143375895,Delivered,3,,698.5,0.0,,4fe3135d46ba2dd6a17d5b07baef3ff87cdbf624a3510155c7710dda4e4bc3a1,Pre-crisis,"Your Meal, Our Mission",Active,motorcycle,UPI,Fast Food,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL952,4.7,,,Windy,Jam,25,20882713,6150109902,Delivered,1,,1199.25,0.0,,4fea11cfeba486943bd9ace57d49aedcec4fc85dc284c5b08ae14a2812aaf817,Recovery,Zero Delay Dining,Recovered,motorcycle,Cash,Fast Food,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL953,4.6,,,Fog,Medium,39,20882713,6146748184,Delivered,3,50% off upto Rs.100,320.5,100.0,,4ff2fa3790254ce72da836670038fcf10a87aba4b3cb07000ac4e204264fe272,Pre-crisis,The Comeback Cookout,Active,motorcycle,Card,Cloud Kitchen,0.0,31.201248049921997,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL954,4.9,,,Sandstorms,Low,10,20882713,6148958389,Delivered,8,,635.5,0.0,,4ff5d85530e757da901a03957e93e5b620aa21c47aeaef2e282c1457b3583fd0,Crisis,Operation FreshStart,Lost,electric_scooter,Cash,Fine Dining,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL955,4.4,,,Fog,Low,40,20882713,6145052165,Delivered,6,,635.5,0.0,,4ff9e7ccdc1a451330a1e27d0976785f9759bedc440bb79903df3a50e322711d,Crisis,Crave. Click. Arrive,Active,motorcycle,Cash,Fast Food,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL956,4.9,,,Cloudy,Jam,41,20882713,6148322817,Delivered,3,,651.25,0.0,,502741fd5e3a13e9e931de83d3c56ae8d68a01655f04a32f594aef6a5160ce22,Crisis,Behind the Bite,Active,scooter,Card,Fine Dining,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL957,4.9,,,Windy,Low,10,20882713,6135844564,Delivered,8,Flat Rs.175 off,1088.5,175.0,,504b2e7d1c03873cc8daf11347177ade0e0c3a6bbf1830ce13c009a159da00df,Pre-crisis,Trust Delivered Daily,Recovered,motorcycle,UPI,Cloud Kitchen,0.0,16.077170418006432,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL958,4.8,,,Fog,Jam,39,20882713,6135720678,Delivered,3,50% off upto Rs.100,320.5,100.0,,50569695e3aaca4181314ce31b62d403372d92fccc5f94b8b07f41d384597677,Pre-crisis,Zero Delay Dining,Lost,motorcycle,UPI,Cloud Kitchen,0.0,31.201248049921997,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL959,4.6,,,Fog,Jam,27,20882713,6147538498,Delivered,8,20% off upto Rs.50,611.75,50.0,,505a8f445f6bd5612c0be787840402d423d847dec76d80c11b059a6ae4823bff,Recovery,Crave. Click. Arrive,Active,scooter,Cash,Cloud Kitchen,0.0,8.173273395995096,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL960,4.8,,,Stormy,Jam,19,20882713,6145538309,Delivered,2,50% off upto Rs.100,436.0,100.0,,505e551306d6ff2dc7b1c34f69aac1e84b115fc0fab654de4a1f157d3e953231,Recovery,Trust Delivered Daily,Active,motorcycle,UPI,Cloud Kitchen,0.0,22.93577981651376,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL961,4.6,,,Cloudy,Low,21,20882713,6142969913,Delivered,3,Flat Rs.175 off,1524.25,175.0,,5062d9b45040e662bb6d090002079651c87e525cf3ce71a9df0d80915de672c9,Pre-crisis,Taste Reimagined,Lost,motorcycle,Card,Fast Food,0.0,11.481056257175661,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL962,4.9,,,Sandstorms,Jam,17,20882713,6146088816,Delivered,1,Flat Rs.175 off,866.95,175.0,,506ed7f0aff67163e19521dccaeea759650a0c93823eecc118245e4d0556e0b4,Recovery,Zero Delay Dining,Recovered,motorcycle,Cash,Fast Food,0.0,20.185708518368994,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL963,4.8,,,Windy,Jam,44,20882713,6141484544,Delivered,1,40% off upto Rs.80,479.0,80.0,,507e969aee1e85f9640bf851ba6cd651868cd4c3b3e0da479e778093f301b491,Recovery,Behind the Bite,Recovered,motorcycle,UPI,Fine Dining,0.0,16.701461377870565,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL964,4.6,,,Sandstorms,Medium,20,20882713,6144523335,Delivered,2,40% off upto Rs.80,321.5,80.0,,50a4b7c03b582b8c31c64d4ddbcc4196ab046ae35d17999e274446617e671d0d,Pre-crisis,Trust Delivered Daily,Active,scooter,Cash,Cloud Kitchen,0.0,24.883359253499222,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL965,4.6,,,Sandstorms,Medium,11,20882713,6143711389,Delivered,8,20% off upto Rs.50,338.75,50.0,,50e012fdbc91a5040bddf4e5fe60216aef555f2ca28ab2f913a3038bbffe9f89,Crisis,Behind the Bite,Recovered,motorcycle,UPI,Fine Dining,0.0,14.760147601476014,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL966,4.9,,,Fog,Low,26,20968194,6152134405,Delivered,1,60% off upto Rs.120,261.75,99.0,,50e2bcf7e4c414f82e8bfb2c71c057895d08d8ccc3899a8bb7a3ed8aa9b04da9,Recovery,Crave. Click. Arrive,Active,scooter,UPI,Fast Food,0.0,37.82234957020057,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL967,4.7,,,Stormy,Medium,26,20968206,6156460123,Rejected,5,Flat Rs.150 off,737.1,112.0,,50e4a3c3e292b0826f0225967b64baeb7c0b2d19f48271092bfa727b6612b492,Pre-crisis,Taste Reimagined,Lost,motorcycle,UPI,Cloud Kitchen,0.0,15.194681861348528,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL968,4.7,,,Sunny,Medium,15,20968206,6146949553,Delivered,2,Flat Rs.125 off,356.0,125.0,,50f6cd259175379dccb89e38591f4804032f81fab9daf6c2aa83da0e8f1344ec,Pre-crisis,Cooked Clean. Delivered Seamless.,Active,scooter,Card,Cloud Kitchen,0.0,35.1123595505618,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL969,4.9,,,Fog,Jam,37,21077127,6170308182,Delivered,5,60% off upto Rs.120,267.0,99.0,,51048113d324f042aa291422f52e6b3ce78167435fef98db6b58429a223cd9ec,Pre-crisis,Cooked Clean. Delivered Seamless.,Active,motorcycle,Card,Fine Dining,0.0,37.07865168539326,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL970,4.8,,,Cloudy,Medium,17,21077127,6169285766,Delivered,1,60% off upto Rs.120,801.45,99.0,,512863c61accc5a646f8890817e8d1a43f389ce630a90dc0905b34f01fb2e78e,Crisis,Taste Reimagined,Recovered,scooter,Cash,Fast Food,0.0,12.352610892756879,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL971,4.8,,,Stormy,Low,24,21077127,6163227290,Delivered,2,60% off upto Rs.120,624.0,99.0,,512863c61accc5a646f8890817e8d1a43f389ce630a90dc0905b34f01fb2e78e,Crisis,Taste Reimagined,Active,scooter,UPI,Fast Food,0.0,15.865384615384615,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL972,5.0,,,Windy,Low,11,21077127,6168940043,Delivered,<1 ,,1110.9,0.0,,51518ebbcfbf8a2f36640f5744fc078564998a30aa69aec02f703d4ca60ccaac,Crisis,Trust Isn’t Told. It’s Tasted.,Recovered,motorcycle,UPI,Fast Food,0.0,0.0,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL973,4.8,,,Cloudy,Jam,30,21077127,6156674289,Delivered,1,Flat Rs.200 off,1079.9,200.0,,51518ebbcfbf8a2f36640f5744fc078564998a30aa69aec02f703d4ca60ccaac,Pre-crisis,Cooked Clean. Delivered Seamless.,Active,motorcycle,UPI,Fast Food,0.0,18.52023335494027,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL974,4.1,,,Sunny,Jam,31,21077127,6169919108,Delivered,3,Flat Rs.200 off,1299.35,200.0,,51518ebbcfbf8a2f36640f5744fc078564998a30aa69aec02f703d4ca60ccaac,Pre-crisis,Behind the Bite,Active,motorcycle,Card,Fine Dining,0.0,15.392311540385577,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL975,4.9,,,Stormy,Jam,25,21077127,6167097169,Delivered,4,60% off upto Rs.120,655.5,99.0,,516ebb82c15d00198fb5654ac9edee602d77c42b663bb5536ec4a4f736d5cc1e,Pre-crisis,Zero Delay Dining,Lost,motorcycle,UPI,Cloud Kitchen,0.0,15.102974828375288,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL976,4.7,,,Windy,Low,25,21077127,6166342445,Delivered,17,Flat Rs.200 off,1089.35,200.0,,516ebb82c15d00198fb5654ac9edee602d77c42b663bb5536ec4a4f736d5cc1e,Crisis,Zero Delay Dining,Recovered,motorcycle,Card,Cloud Kitchen,0.0,18.35957222196723,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL977,4.6,,,Sandstorms,Medium,24,21077127,6169204886,Delivered,4,Flat Rs.200 off,1436.9,200.0,,51768b442f58021b658d89ba5e47cfd7c392fa32222e0bcb41b389f11aa6a552,Recovery,"Your Meal, Our Mission",Active,scooter,Cash,Fine Dining,0.0,13.91885308650567,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL978,4.6,,,Sunny,Medium,22,21077127,6168635070,Delivered,1,60% off upto Rs.120,624.0,99.0,,5186c16a77d2c50d8f1d4ba05a1006b5a90f9186f21c775e6b771b704cb13228,Pre-crisis,Zero Delay Dining,Lost,motorcycle,UPI,Cloud Kitchen,0.0,15.865384615384615,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL979,4.8,,,Sunny,Jam,19,21077127,6164800078,Delivered,1,60% off upto Rs.120,498.0,99.0,,5186c16a77d2c50d8f1d4ba05a1006b5a90f9186f21c775e6b771b704cb13228,Crisis,Taste Reimagined,Recovered,motorcycle,UPI,Cloud Kitchen,0.0,19.879518072289155,0.0,Neutral
MOJO Pizza - 2X Toppings,4.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL980,3.8,,,Stormy,Jam,32,21077127,6167460343,Delivered,1,60% off upto Rs.120,957.9,99.0,,5186c16a77d2c50d8f1d4ba05a1006b5a90f9186f21c775e6b771b704cb13228,Crisis,Zero Delay Dining,Active,motorcycle,Card,Fast Food,0.0,10.335108048856876,0.0,Neutral
MOJO Pizza - 2X Toppings,5.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL981,4.5,,,Sandstorms,Jam,29,21077127,6167178643,Delivered,3,Flat Rs.200 off,1288.85,200.0,,5186c16a77d2c50d8f1d4ba05a1006b5a90f9186f21c775e6b771b704cb13228,Crisis,Zero Delay Dining,Recovered,electric_scooter,Card,Fast Food,0.0,15.517709586065099,0.0,Neutral
MOJO Pizza - 2X Toppings,3.0,4.3,Shanti Nagar,Bangalore,BANGRES17DEL982,4.6,,,Fog,Low,21,21077127,6164998351,Delivered,11,,711.9,0.0,,51a05cd8a872249af102d36b9d2ce1e99579abf91c7925e54e04d636a065d832,Pre-crisis,"Your Meal, Our Mission",Active,motorcycle,Card,Cloud Kitchen,0.0,0.0,0.0,Neutral
Behrouz Biryani,5.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL983,4.5,,,Windy,Jam,26,21077127,6162660034,Delivered,1,Flat Rs.200 off,1109.3,200.0,,51a070368353d5fd1fa5e93d44884d57a1258d12246d6f19029bb6a4a9e523a6,Pre-crisis,Taste Reimagined,Recovered,scooter,UPI,Fine Dining,0.0,18.029387902280718,0.0,Neutral
Behrouz Biryani,4.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL984,4.6,,,Fog,Jam,51,21077127,6164536266,Delivered,3,60% off upto Rs.120,330.0,99.0,,51b7d02976793a87ddb37f286f817eafa2dc1c7bfbc85b90016024320d24d3e8,Recovery,Operation FreshStart,Recovered,motorcycle,UPI,Fast Food,0.0,30.0,0.0,Neutral
Behrouz Biryani,4.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL985,4.6,,,Cloudy,Jam,27,21077127,6155722197,Delivered,4,60% off upto Rs.120,559.95,99.0,,51e71420509570ebf1c2895e56a6e69dfa42c44c298196da11f61bb46ced8847,Crisis,Operation FreshStart,Lost,motorcycle,Cash,Fine Dining,0.0,17.68015001339405,0.0,Neutral
Behrouz Biryani,3.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL986,4.6,,,Cloudy,Medium,17,21077127,6163728161,Delivered,5,60% off upto Rs.120,246.0,99.0,,51eee8a016279d243f55fc776e5222bbbefb88aed9a9ce4f0248c072fd1d65fb,Recovery,Crave. Click. Arrive,Recovered,scooter,Card,Fast Food,0.0,40.243902439024396,0.0,Neutral
Behrouz Biryani,5.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL987,5.0,,,Cloudy,Low,18,21077127,6165511035,Delivered,1,60% off upto Rs.120,664.95,99.0,,51f61d6e41c956156e1b8be1c84f2e6af08f784750003ae78ec808d0b333d403,Crisis,"Your Meal, Our Mission",Lost,motorcycle,Card,Fine Dining,0.0,14.888337468982629,0.0,Neutral
Behrouz Biryani,4.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL988,4.7,,,Stormy,Low,15,21077127,6164845491,Delivered,9,Flat Rs.200 off,1373.9,200.0,,5203f8ddcba5a85126a4dd5d7d875b64535bd3d819778a8ce5a88c66f24e5a9c,Pre-crisis,Zero Delay Dining,Active,motorcycle,UPI,Fine Dining,0.0,14.557100225635052,0.0,Neutral
Behrouz Biryani,5.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL989,4.8,,,Cloudy,High,27,21077127,6153066731,Delivered,1,,1718.85,0.0,,5206d78e4e8f90801c26c5b023bdca4ece475025ddc5d710b4fc42432069b7b3,Crisis,Operation FreshStart,Active,scooter,Card,Fine Dining,0.0,0.0,0.0,Neutral
Behrouz Biryani,3.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL990,4.6,,,Sandstorms,Medium,30,21077127,6148197862,Delivered,6,Flat Rs.200 off,2147.75,200.0,,5226c99390fe5c9990de60cd2a2eed0f7ce98b6d99b681a4a1c53c4d23834538,Crisis,The Comeback Cookout,Recovered,motorcycle,Card,Fast Food,0.0,9.312070771737865,0.0,Neutral
Behrouz Biryani,3.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL991,4.5,,,Cloudy,High,25,21077127,6159370061,Delivered,6,60% off upto Rs.120,580.95,99.0,,52342a34b37b14727cfb279e4924f118a575636cc1b04c853ade7c5f423f4462,Pre-crisis,Taste Reimagined,Lost,motorcycle,Cash,Cloud Kitchen,0.0,17.041053446940353,0.0,Neutral
Behrouz Biryani,5.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL992,5.0,,,Windy,High,21,21077127,6163973797,Delivered,1,60% off upto Rs.120,498.0,99.0,,52430e43a64e15803e7efcd1cb10252e4174e023d4711d5d29be504927fdd3ae,Recovery,Crave. Click. Arrive,Lost,motorcycle,UPI,Fine Dining,0.0,19.879518072289155,0.0,Neutral
Behrouz Biryani,5.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL993,4.8,,,Sunny,Low,12,21077127,6163809129,Delivered,6,60% off upto Rs.120,727.95,99.0,,52430e43a64e15803e7efcd1cb10252e4174e023d4711d5d29be504927fdd3ae,Recovery,Crave. Click. Arrive,Active,motorcycle,Cash,Fine Dining,0.0,13.59983515351329,0.0,Neutral
Behrouz Biryani,5.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL994,4.8,,,Windy,Low,22,21077127,6155425192,Delivered,4,,1424.85,0.0,,52430e43a64e15803e7efcd1cb10252e4174e023d4711d5d29be504927fdd3ae,Recovery,Trust Delivered Daily,Active,scooter,Card,Fast Food,0.0,0.0,0.0,Neutral
Behrouz Biryani,4.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL995,4.9,,,Fog,Jam,40,21077127,6151253709,Delivered,1,60% off upto Rs.120,664.95,99.0,,5291105b9e79228c4bbc4d5a2cc345cf5bb25898552fc8cdfc4b07ca66558568,Pre-crisis,"Your Meal, Our Mission",Recovered,scooter,UPI,Fast Food,0.0,14.888337468982629,0.0,Neutral
Behrouz Biryani,3.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL996,4.8,,,Stormy,Low,18,21077127,6164099713,Delivered,5,Flat Rs.200 off,1247.9,200.0,,529281c0ce40540fe562c31ee840d3bdea272ffd09c8d92965b73c7d69246921,Recovery,Operation FreshStart,Active,motorcycle,UPI,Cloud Kitchen,0.0,16.02692523439378,0.0,Neutral
Behrouz Biryani,3.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL997,5.0,,,Sunny,Low,16,21077127,6161718426,Delivered,5,60% off upto Rs.120,246.0,99.0,,52b87ed91188e6c3298adbca9a68c3cb566a93f9ec313c5d1eb94272b59aa2c4,Crisis,Cooked Clean. Delivered Seamless.,Active,motorcycle,Cash,Cloud Kitchen,0.0,40.243902439024396,0.0,Neutral
Behrouz Biryani,3.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL998,4.8,,,Fog,Jam,20,21077127,6157354106,Delivered,3,60% off upto Rs.120,706.95,99.0,,52d9ed1dd90ed366589bfd5977e409869d6a702e02b83d25b4139651856f0c0d,Pre-crisis,The Comeback Cookout,Recovered,motorcycle,Cash,Fast Food,0.0,14.003819223424568,0.0,Neutral
Behrouz Biryani,5.0,4.1,Shanti Nagar,Bangalore,BANGRES17DEL999,4.3,,,Sunny,Jam,44,21077127,6161695630,Delivered,1,60% off upto Rs.120,624.0,99.0,,52fc512ebeaf15128011d129d9eeb1b5b5dafafb75cfba5fde4452500c02bf5d,Pre-crisis,Crave. Click. Arrive,Lost,scooter,Cash,Fine Dining,0.0,15.865384615384615,0.0,Neutral
